" ","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ClassName"
key-16.gif,87873.4,22650.9,16610.6,684.391,3127.68,16750.1,23062.7,4202.07,16946.4,2498.46,1164.51,7362.1,1918.52,1090.8,350.655,140.386,611.643,1627.9,247.121,861.1,1492.61,739.476,1301.77,1100.33,1300.93,"key"
stef-15.gif,82657.7,29160.2,19087.7,10083,7196.79,588.811,484.695,886.395,224.572,202.05,75.1,556.663,696.096,49.2504,13.0897,30.7203,199.835,582.052,119.435,27.3574,9.04015,72.9521,330.784,124.485,55.1213,"stef"
children-11.gif,78007.6,13196.3,23152.1,6969.09,2369.53,3077.35,1853.13,2721.58,2736.62,957.268,432.03,291.042,1195.76,452.847,1165.39,1120.98,47.7156,137.527,263.159,705.075,447.915,4.10589,124.849,74.2265,628.424,"children"
Glas-12.gif,59553.1,20356.8,12624,1775.52,16190.9,3268.01,9417.47,8683.47,18699.9,9588.19,888.745,4066.57,1692.2,1040.05,7486.23,2455.01,1425.66,254.454,4784.61,1766.25,61.6889,2192.53,240.192,1135.07,1264.06,"Glas"
bell-12.gif,9921.17,3958.8,288.94,738.167,762.827,2351.73,1453.48,1065.88,2775.81,1149.9,505.513,723.588,816.824,338.275,1131.31,554.669,626.361,221.936,136.227,46.6132,361.498,202.197,313.775,141.945,505.318,"bell"
children-14.gif,78067.6,13328.9,23289.6,7097.12,2283.52,3192.06,1936.28,2738.53,2656.56,788.455,470.763,384.895,1255.83,391.437,1205.34,1167.11,38.8795,121.048,309.27,702.2,463.059,51.7518,163.001,113.48,635.146,"children"
hammer-20.gif,60278.5,5146.78,383.506,1303.09,6368.61,691.428,2902.24,3051.09,2402.66,6176.92,1762.62,1776.37,348.506,442.067,547.707,788.972,1841.71,36.8819,1265.87,1232.87,962.874,471.664,310.472,122.057,1586.48,"hammer"
personal_car-15.gif,95655.3,35593.2,32125.4,19293.5,10313.6,7634.32,23547.9,23803.6,1493.1,8933.33,2774.04,3307.34,890.845,245.091,2732.14,374.466,3792.46,405.721,1967.32,265.385,1546.67,1902.61,1054.62,232.875,1411.14,"personal_car"
flatfish-14.gif,35044.1,16367.2,12090.7,14989.2,3024.12,12240.1,10450.7,2766.97,5741.73,8657.91,2636.06,2681.78,2831.32,2496.3,944.713,1712.22,2478.83,2683.59,1734.72,281.748,1065.25,2321.55,2478.29,1146.42,260.653,"flatfish"
frog-20.gif,52890.2,18267.6,628.278,4720.34,4697.41,7633.57,5112.75,8659.53,9221.2,1842.3,4859.3,6717.15,6429.22,429.116,1423.35,1590.74,1623.59,3105.15,152.512,1204.61,2526.77,2588.14,2149.39,453.503,1088,"frog"
apple-19.gif,30011.3,7001.41,1391.5,1402.4,9475.72,17812.6,1868.44,543.951,972.741,3264.09,4518.98,2343.7,853.319,405.68,2727.09,3532.12,1420.07,761.216,848.251,898.725,2283.79,1488.51,361.419,182.905,310.661,"apple"
fountain-11.gif,72688.1,212.127,22199.2,2469.61,4976.73,1697.49,8316.33,901.662,4710.57,849.02,1620.01,1030.54,2652.04,1494.76,628.378,731.946,112.616,416.627,252.29,632.314,280.27,111.894,163.606,568.706,112.961,"fountain"
rat-15.gif,88123,11574,7100.46,490.675,5990.3,2302.49,1500.45,1868.08,2069.89,1528.74,1125.47,542.155,1844.64,3103.2,2229.7,450.348,462.616,285.76,934.39,973.576,445.048,493.949,428.298,443.708,256.752,"rat"
device9-20.gif,186432,27742,1046.67,12671.9,26022.2,208.287,10705.6,18427.1,10976.7,27101.5,3015.3,7408.43,6700.68,486.818,2187.9,2684.63,2081.28,3127.43,2200.19,3748.25,3267.45,591.829,2242.71,489.704,2497.48,"device9"
spoon-11.gif,59380.5,2344.29,3351.76,4913.89,9382.72,4642.64,3086.18,2245.64,1995.11,6256.67,239.923,1279.99,39.9981,1242.8,943.838,306.857,1583.65,408.08,540.351,125.73,510.527,1185.82,39.1742,437.662,501.252,"spoon"
Comma-16.gif,75797.1,14291,15194.9,2208.14,3077.85,11109.6,21123.2,22312.7,31054.6,3702.63,7548.96,449.509,4831.41,6557.29,2024.92,1855.5,4140.73,2766.12,2617.69,277.097,3541.78,228.297,1591.92,1617.77,1050.3,"Comma"
bird-11.gif,48897.3,891.764,3239.9,1348.52,8279.99,3679.16,10859.1,4614.04,47.2246,1055.62,4842.43,5318.67,1706.45,1636.53,2916.47,333.246,1501.66,3019.68,470.115,1238.97,465.055,715.329,209.905,885.104,1153.99,"bird"
elephant-13.gif,65405.2,8058.72,18876.8,5973.59,6166.67,17040.9,8926.67,6252.75,12355.5,2266.03,4888.08,3868.32,1612.78,1692.18,905.997,1009.5,7480.05,3369.12,6321.02,2975.41,1318.8,370.412,2709.2,2462.28,2538.57,"elephant"
rat-13.gif,88117,11832.3,7394.37,347.116,5737.85,2023.92,1930.34,1589.33,2634.07,1354.02,1118.48,515.56,2016.54,3274.65,1910.36,117.824,247.8,564.055,826.906,907.946,463.337,497.174,186.506,284.591,503.08,"rat"
ray-11.gif,127692,1676.82,3153.36,19461,5306.28,22655.2,42485.7,34194.7,1555.66,6376.58,2687.78,1093.27,6476.99,13283.3,8374.97,108.397,1193,434.841,2352.77,816.742,425.819,677.575,4291.3,40.3896,4154.42,"ray"
teddy-16.gif,58855.6,5578.36,16069.8,1581.31,46.3757,2860.95,185.407,6949.86,2495.91,3970.29,943.164,1110.47,910.074,1582.46,907.068,1028.66,530.853,73.5317,220.33,170.49,59.7713,356.126,242.61,105.201,830.518,"teddy"
cattle-17.gif,348204,12346.7,1669.38,17088.5,68777.9,81542.1,9908.6,27578.7,12360.8,35286.5,30095,8109.72,8048.9,9294.65,1737.27,1272.04,10764.4,4073.61,6054.74,2478.38,4270.71,4704.6,3032.53,5300.5,2179,"cattle"
HCircle-16.gif,15492.1,697.411,8672.83,308.109,6953.52,2951.56,4980.64,2960.79,4759.27,2566.28,1365.53,2385.34,1268,327.131,382.044,1455.89,1041.8,101.102,1061.75,1139.15,1213.3,569.412,275.894,776.573,667.165,"HCircle"
device8-17.gif,232685,27567.9,14851.4,29390.1,37752.3,66248.9,12855.4,15776,12497.1,9936.12,9649.5,199.412,2589.36,12405,9887.91,6832.72,9031.51,2719.36,4274.62,4489.27,237.572,5288.92,1987.05,1488.55,518.509,"device8"
fly-14.gif,50292.2,14079.2,226.212,436.464,7786.23,3804.63,15138.6,4010.18,3388.62,531.459,4930.21,597.132,387.677,1927.83,4726.11,1382.59,2228.35,97.093,189.388,107.769,2098.2,571.967,344.184,670.423,1067.25,"fly"
pencil-17.gif,76500.6,10445.3,15895.2,1854.44,5589.01,3073.11,5675.92,1670.99,8993.83,1677.88,2401.12,1619.04,1780.68,855.019,733.904,737.345,172.017,1443.98,12.7868,751.462,299.299,1434.57,591.328,32.4814,418.457,"pencil"
lmfish-20.gif,14108.2,7916.58,2580.99,5356.99,1142.49,4410.76,3901.92,1448.93,1119.68,2104.16,928.48,916.302,201.721,159.944,280.267,235.872,423.262,171.214,42.2286,228.856,46.4903,290.273,136.248,8.09923,195.902,"lmfish"
tree-18.gif,56805.6,1926.8,5291.19,291.482,12419,10992.8,853.252,2314.44,928.48,306.084,2249.88,1003.69,131.808,1576.71,2673.09,2039.48,1031.78,77.4833,699.584,830.261,201.544,745.205,36.2311,401.581,240.466,"tree"
butterfly-13.gif,210480,23210.2,16443.2,10054.3,36788.9,26433.7,35051.6,4567.07,16308.5,15521.9,454.156,1034.28,558.556,2530.31,5528.13,7199.33,693.001,187.715,3092,5653.95,1679.8,1962.16,1084.33,1726.09,1505.6,"butterfly"
cellular_phone-17.gif,34417.2,18713.8,9583.27,19522.9,7388.1,8245.32,11849.9,6948.86,725.599,4304.3,690.271,1112.71,1050.29,1612.29,3762.56,1330.54,1732.77,1690,1313.49,1403.85,1142.07,544.42,458.893,992.198,1601.72,"cellular_phone"
truck-14.gif,97473.2,43882.3,11083.5,8696.49,6977.09,826.755,1211.02,1019.89,2355.04,509.835,155.888,100.459,322.299,655.875,26.9542,29.9794,440.159,91.4972,167.467,16.7499,123.273,196.645,232.746,6.30405,104.085,"truck"
bell-14.gif,21843.2,6517.81,2957,97.6856,79.7934,5779.2,2995.83,3708.91,4507.23,1870.48,311.43,2015.3,2124.41,1072.84,3063.5,1321.66,264.323,644.112,677.287,271.544,424.661,310.621,312.886,501.496,980.533,"bell"
truck-18.gif,97038.9,43155.3,10685.8,7755.64,6720.78,2216.25,704.552,179.231,1707.43,1626.47,291.031,260.799,490.529,674.387,228.442,138.501,210.567,442.55,64.1244,94.5594,140.931,69.5721,241.647,176.051,130.507,"truck"
Comma-18.gif,55233.1,6739.83,7722.63,10742.5,503.605,20612.8,21076.9,19344.1,16431.4,340.704,6803.02,6242.58,36.7097,6675.15,84.735,1727.38,3391.47,348.516,3199.95,1090.64,3997.63,1048.55,665.539,445.749,4001.12,"Comma"
device9-16.gif,166020,19177.8,2839.19,8573.95,34979.2,12024.9,39726.3,25681.2,8628.76,9321.15,14265.2,5230.07,5466.27,3756.82,2349.51,1304.73,3595.19,5173.91,719.839,2689.03,4560.03,2192.8,2531.18,1358.52,4085.11,"device9"
shoe-11.gif,62722.2,23025.8,16141.7,5371.82,5219.88,23607.3,21228.5,7858.98,3811.67,313.078,3374.35,5863.67,1948.9,894.844,6849.28,202.011,3164.33,171.184,430.929,2463.13,194.888,1182.26,777.063,619.306,981.933,"shoe"
Glas-17.gif,48679.1,11372.1,13469.2,2297.75,12465.2,3509.44,883.325,8112.54,16166.7,366.603,3799.56,7441.76,3178.15,772.627,698.389,3813.58,706.998,5977.33,2303.64,3016.62,65.7552,509.982,1225.2,1612.46,869.932,"Glas"
tree-15.gif,51956.5,1423.16,6172.57,556.274,12140.3,12558.7,650.579,3167.73,1035.88,4388.31,3217.75,145.298,688.023,78.5071,1828.97,1889.67,171.281,403.723,323.033,893.309,442.155,19.3747,241.808,551.651,397.95,"tree"
face-15.gif,28404.2,3057.5,6424.91,234.079,1892.01,12575,2619.89,32.2035,5134.43,2065.34,4817.77,1659.16,434.061,4983.59,4325.48,3154.4,164.01,641.501,2518.59,1502.17,1689.01,824.386,219.319,2234.88,1034.76,"face"
bat-12.gif,58903.2,37401.4,3843.81,23127.1,8340.4,15787.4,12265.8,6422.9,3992.01,4663.75,2668.16,1172.99,416.971,20.5412,1887.86,350.193,6.24265,44.2655,825.449,1700.08,1238.71,412.663,130.954,97.1905,814.463,"bat"
pencil-13.gif,62890.2,44744.6,7133.93,17933.2,16421.8,11025.2,8330.83,1236.64,2537.99,936.054,2959.68,2220.89,194.689,488.972,650.16,643.692,546.282,445.3,819.583,59.7172,2370.99,2505.38,2009.01,1594.83,1694.05,"pencil"
chicken-11.gif,11846.3,1783.7,550.521,305.489,2413.38,1811.37,3789.78,231.936,37.8357,234.787,462.867,1295.74,27.6479,39.0629,848.163,165.767,477.837,68.4314,353.79,117.832,373.219,454.754,322.316,121.496,47.8341,"chicken"
cup-13.gif,70681.4,6615.87,5874.32,3938.42,13689.7,36043.1,369.353,1090.64,894.374,6304.94,7553.18,3167.33,2674.96,7017.19,2479.93,2796.77,2575.82,1422.55,15.4442,237.289,1752.75,2315.22,1930.48,1793.36,29.61,"cup"
deer-15.gif,143415,905.352,355.79,2092.73,26624.8,31081.8,3791.23,1447.58,647.029,7824.99,5280.73,543.712,1783.08,1633.01,6174.74,6254.33,1635.9,241.743,1434.27,2910.23,3027.37,858.985,83.5422,2365.36,2475.1,"deer"
children-17.gif,78131.6,13351.8,23596.5,7406.97,2013.03,3245.34,2003.14,2727.19,2542.02,585.506,583.295,390.517,1193.14,207.867,1326.94,1188.53,122.561,111.535,287.125,693.874,425.895,153.337,213.948,173.891,651.023,"children"
device3-12.gif,191560,3858.4,642.92,673.339,23858.5,99556.2,3063.15,97.0347,2372.84,13025.3,4441.75,2121.12,645.229,6626.34,63.069,10432.5,1782.22,626.538,695.6,6991.59,8114.16,612.895,268.795,2394.68,5776.61,"device3"
Heart-11.gif,64233.2,373.136,8194.61,28460.2,816.842,8560.99,16657.9,1495.72,6046.19,11675.5,3868.56,2019.93,11233.9,1900.55,1644.43,925.711,7988.43,1751.07,2171.5,740.617,3702.62,7.60989,1813.32,2702.3,1018.49,"Heart"
dog-15.gif,161536,42803.3,5078.65,9079.65,8733.93,21670.8,19926.2,14693.7,7745.77,4230.37,3823.49,763.731,5763.94,2510.34,2452.03,597.502,2399.24,1223.18,1331.54,3622.07,3453.79,3297.71,1834.04,2066.72,3846.67,"dog"
beetle-18.gif,30946.2,1183.44,2513.15,258.74,4591.11,8154.95,2134.22,6000.9,180.617,3624.09,604.91,2403.36,404.039,427.648,792.158,187.735,1012.18,233.357,178.538,74.5651,421.919,186.779,1036.18,523.276,73.4395,"beetle"
device6-13.gif,229251,27486.3,5224.62,12093.8,30023.3,11281.2,21192.3,3116.87,651.48,20381.3,2479.02,8399.32,292.126,2327.71,5003.99,2557.49,349.127,490.836,2711.69,7712.22,3054.54,3065.73,1919.19,1091.73,3908.66,"device6"
device6-18.gif,229696,26863.4,5578.28,12034.7,30399.8,12015.5,22162,2844.18,89.7329,19508.7,3266.53,8256.1,210.261,2319.97,5192.88,2406.1,346.745,1075.1,2246.78,7506.62,3101.71,3760.94,1506.23,1490.83,3480.8,"device6"
classic-19.gif,99365.4,29270.6,15349.2,6833.42,11406.4,14710.9,29979.8,1864.68,18787.3,41.8851,2023.36,5029.58,1899.23,1226.73,2152.88,2759.48,334.848,850.571,1088.15,1070.77,234.418,2171.21,831.43,425.202,1233.53,"classic"
device6-19.gif,270225,42133.3,2650.22,12174.1,30985.7,14156.2,28781.9,14022.7,10149.4,14034.4,11680,4184.19,3861.18,7261.48,5407.52,2930.63,265.449,2409.25,2162.48,5373.84,4065.49,383.222,328.02,859.916,1790.94,"device6"
crown-19.gif,1339.16,814.799,14.4701,213.478,99.7984,603.392,398.098,52.3107,118.654,97.0907,3.71952,75.6675,149.01,124.121,62.2355,28.76,38.1041,55.2234,84.6463,93.2717,9.65591,21.6621,9.02511,11.1127,12.168,"crown"
bat-17.gif,171944,241.344,5400.8,452.666,19425.6,67647.5,33942.5,30999.9,645.729,19744.9,4071.66,14929.3,5297.37,6180.53,241.447,241.812,7860.08,755.205,3327.63,2578.65,2631.58,4799.13,2163.62,4320.88,1004.4,"bat"
sea_snake-16.gif,120020,2332.2,17106.3,33.0857,9419.95,4496.32,1550.19,6748.48,1625.06,1357.21,4001.17,2721.36,9325.03,5116.4,50.7599,259.36,3797.72,1999.65,3074.49,3407.72,1301.97,2485.54,2393.19,234.077,2253.76,"sea_snake"
cattle-12.gif,60732.2,23531.5,19471.8,13212.3,7549.87,10544.7,16780.4,9496.28,6976.73,7827.65,447.995,3469.42,3087.91,1183.18,5899.21,3436.18,4946.58,2735.48,501.776,1369.7,549.845,2865.12,688.514,188.615,1761.88,"cattle"
horse-18.gif,170744,6347.5,5197.67,10935.4,30673.7,36175.7,4821.03,937.779,4974.31,9307.61,9591.78,2051.07,2482.98,6198.1,9080.88,6261.87,2089.21,1258.72,1031.03,2889.59,2250.82,2144.35,1514.07,2668.37,1560.89,"horse"
fly-11.gif,67289.3,1759.12,4976.14,7461.32,8788.06,9524.31,15978.3,4789.26,1509.63,3353.17,1996.16,2283.46,4300.85,1564,882.478,1039.85,1088.84,103.963,2033.96,63.4884,432.165,2205.86,1005.07,793.633,1210.25,"fly"
guitar-14.gif,9394.17,3321.2,885.83,848.179,799.577,2720.85,1777.7,1664.47,1418,243.027,53.8338,339.184,34.1408,71.417,389.321,112.183,279.261,402.565,266.717,407.705,206.127,397.846,29.3929,206.185,281.812,"guitar"
Glas-14.gif,61696.1,21051.9,12566.9,4829.02,16186.8,3514.51,6703.2,6491.86,15837.1,9799.38,841.911,4480.28,1958.79,2026.1,4678.06,5254.73,2948.01,779.422,3832.97,1083.08,1533.46,3155.19,684.904,1594,400.076,"Glas"
beetle-19.gif,14942.2,772.211,2411.65,687.774,886.358,3754.86,3134.51,6445.9,1719.85,2454.7,1168.47,1382.17,1882.21,1366.46,913.507,714.47,16.8199,98.3902,1522.56,288.697,389.211,106.896,358.065,560.77,18.6088,"beetle"
spring-17.gif,83975.4,601.722,9682.8,8802.23,9296.92,5945.65,2788.6,5440.46,14581.3,3316.42,5805.98,1408.87,24.6914,2864.62,4707.51,1847.75,749.209,2803.31,331.088,1736.3,616.585,1359.78,442.553,744.472,2245.81,"spring"
bird-15.gif,158177,50451.1,32044.3,31815.7,3696.18,3050.62,36165.6,36456.9,1393.28,24947.2,11098.7,2685.16,1804,9554.11,8415,2682.18,2826.98,5447.2,1563.1,1732.18,2508.83,2895.45,1943.1,2384.43,5373.78,"bird"
device5-20.gif,240276,34212.8,2308.66,17167.8,22049.9,480.897,12624.5,8296.05,2548.69,20677.8,3102.45,4797.6,3630.92,3038.18,3464.14,2233.22,2432.94,37.0927,420.562,5519.08,979.429,880.398,1266.54,807.942,1647.43,"device5"
lizzard-17.gif,242876,25811.3,35244.6,32514.6,19509,33669.4,18653.7,40451.4,24792.9,3523.56,8733.42,3805.22,849.752,1977.78,5814.5,2426.31,16168,3968.45,2447.16,1736.53,3644.54,4470.67,4868.93,1317.5,488.301,"lizzard"
device5-18.gif,271912,61490.4,891.879,14488.6,15710.5,16629.8,3888.38,2286.93,10183.2,15974.8,7823.65,5894.45,3918.53,3095.68,3643.5,1571.29,1953.42,1339.77,1551.2,1837.46,915.859,2596.96,932.797,1074.05,244.164,"device5"
flatfish-19.gif,45496.1,21157.3,16389.1,20158.8,1633.57,12463,11648.7,5765.85,3505.62,9579.09,2171.76,4649.52,6076.09,3592.49,318.526,2321.04,4168.79,3913.73,1567.78,80.3956,2707.91,3206.46,1668.21,381.535,240.131,"flatfish"
guitar-18.gif,9399.15,3838.78,1171.14,1505.23,1414.86,2857.15,1607.7,1575.73,1360.9,403.334,96.4366,770.397,128.034,305.865,219.744,44.4546,613.314,162.043,19.3563,452.558,483.813,194.708,276.959,257.171,252.025,"guitar"
bottle-13.gif,96922.1,28387.4,14194.4,3749.96,1606.96,3385.71,1269.75,1313.26,1852.18,4643.14,1012.52,1045.76,2476,1455.15,325.794,667.013,10.8717,432.001,457.341,530.171,326.503,592.399,159.434,361.382,425.378,"bottle"
brick-18.gif,89945.2,23493.2,5862.12,4267.92,9742.46,2600.63,8984.14,5723.39,1746.84,738.614,892.502,1208.72,981.999,249.739,772.256,1124.19,162.823,663.648,174.855,184.028,444.055,537.752,643.672,188.371,395.011,"brick"
car-14.gif,88579.5,19123.3,9058.1,3358.19,3033.08,373.189,3653,2925.49,1924.91,3893.94,2184.15,1000.35,1972.06,462.92,676.021,113.626,150.909,113.127,639.393,304.628,325.341,360.983,319.25,71.0213,281.307,"car"
hat-14.gif,19424.1,9499.98,6886.34,11171.2,5503.03,9229.13,7213.97,1482.83,6137.92,3437.04,1513.99,1427.13,1278.76,2190.81,560.941,61.2341,639.535,34.3985,551.218,369.07,361.153,287.057,220.497,31.2148,673.766,"hat"
teddy-11.gif,58959.6,4540.55,16116.3,1220.94,67.2266,4648.03,1472.42,5805.22,3200.25,3152.68,2270.88,1455.59,419.566,1966.47,1017.84,2062.74,28.3302,342.827,292.174,1147.25,1284.34,656.803,433.802,65.5624,169.319,"teddy"
fish-17.gif,7985.09,5770.09,886.387,3005.01,3575.48,1710,972.353,101.011,456.405,119.255,912.367,888.758,959.964,987.582,721.219,277.848,397.875,729.878,1109.77,1285.73,164.729,186.649,312.542,174.851,72.6106,"fish"
lizzard-15.gif,79164.2,48936.1,6867.11,30764.3,14688.1,59.5653,1701.06,3873.59,3457.34,1539.29,2583.49,6935.14,8431.16,6067.31,3066.61,758.127,2541.9,1991.42,659.319,1371.01,876.61,906.534,311.12,586.599,1356.33,"lizzard"
classic-17.gif,98021.4,27974.3,19407.6,8794.11,10539.2,11441.2,31539.2,7033.28,15016.6,3486.08,3026.1,726.437,1827.45,1530.53,1504.66,4379.04,3591.31,1736.18,566.201,2387.02,1434.51,189.56,498,203.446,348.372,"classic"
horse-15.gif,229380,48323.1,26329,19324.2,13568.3,37825.7,62769.6,8549.36,25945.9,2725.01,15775.6,20465.7,12523.2,6907.24,12941.2,14983.2,14216.8,2228.82,9068.98,12481.3,11301,1594.14,12014.4,2326.71,2953.12,"horse"
stef-20.gif,82506.9,29759.6,18996,10419.3,7498.42,1439.51,300.668,558.892,1121.61,1321.52,554.959,27.2872,25.9477,594.398,899.747,12.4031,301.507,74.9728,288.495,90.2096,15.3583,274.686,100.274,11.6964,88.0795,"stef"
crown-14.gif,4733.13,2975.91,150.896,1269.27,280.8,2139.54,1351.09,68.6477,446.681,66.0871,79.0468,59.3228,20.1893,204.705,395.338,71.2445,104.53,63.4252,83.2751,242.098,319.278,173.948,51.3576,86.4484,194.416,"crown"
horse-11.gif,120442,19262.6,10836,7898.52,13254.2,2603.62,19999.1,7275.47,5984.69,11618,9818.29,7667.76,3652.75,143.795,9595.97,3501.38,3137.48,3524.46,6826.84,3380.85,4206.95,1496.8,2536.92,3006.31,803.059,"horse"
cellular_phone-20.gif,39884.2,23592.3,6238.88,17822.7,6413.96,12485.9,14235.3,8241.05,644.596,3158.09,822.381,2015.78,1917.56,2248.34,3814.06,714.541,1139.7,418.506,279.643,292.658,269.965,413.739,151.698,214.444,69.1151,"cellular_phone"
deer-16.gif,246862,64812.2,44876.7,36916.3,15704.7,7509.12,53982.9,44622.1,1431.65,22182,13349.4,2624.36,2629.92,13858.4,15716.1,13425.9,2543.19,2185.76,3619.07,4614.73,7344.59,8181.61,3201.12,195.652,3429.49,"deer"
children-15.gif,78096.6,13416,23374.8,7183.01,2252.54,3283.26,1995.62,2781.22,2569.43,654.815,498.137,484.08,1303.95,342.476,1219.55,1173.05,125.604,122.254,340.204,711.271,448.186,112.084,176.557,159.381,631.815,"children"
Bone-17.gif,127955,19727.3,3610.15,9686.28,11306.3,3623.24,34679.9,15447.6,10087.6,6701.67,2795.34,1263.08,13264.9,960.437,7257.41,1881.24,384.61,1458.33,4365.1,3935.4,2244,2499.28,1505.25,1209.02,1103.04,"Bone"
lmfish-19.gif,31016.4,3626.18,22.3487,2418.97,1419.47,871.707,3786.86,1012.08,908.925,3001.41,331.748,1719.32,369.061,659.848,1250.52,1469.53,158.638,194.249,232.531,945.319,586.045,153.588,331.969,57.2958,244.489,"lmfish"
children-18.gif,78327.6,12996.2,22959.5,6733.17,2225.73,2449.65,1600.32,2144.29,3047.48,1682.26,367.742,362.885,591.752,476.262,1185.06,832.743,312.067,74.3066,20.1786,362.03,261.414,181.853,24.6123,157.209,389.411,"children"
device2-13.gif,182271,4159.72,22.6435,1106.41,23815,66948.1,2994.73,148.484,5284.83,9543.49,9799.67,1504.28,235.061,4864.57,7456.06,6704.3,2547.57,45.5304,1899.28,3498.23,3096.86,2524.22,224.462,2288.03,3457.34,"device2"
elephant-15.gif,221144,12171.1,36810.5,9489.97,43526.4,32886.6,40862.2,17208.2,26230.1,12870.1,17759.5,2848.98,224.88,10963.8,10302.1,22660.4,16368.5,12768.4,6754.39,4667.95,3599.04,4599.33,6974.52,4443.48,5041.6,"elephant"
pocket-12.gif,13819.2,3122.75,1757.53,266.561,1926.46,1036.51,405.863,835.348,2767.56,1342.26,739.373,414.376,569.371,516.311,976.604,59.1907,419.56,408.767,569.612,189.335,727.905,658.624,354.792,151.039,104.107,"pocket"
Bone-12.gif,120442,23237,2701.06,5066.13,9453.28,5988.46,33515.7,9988.74,4020.37,3199.24,1027.91,376.031,4603.61,3649.6,9819.52,3008.76,5373.46,557.524,1988.75,3811.36,2519.48,870.428,1949.87,143.986,2301.85,"Bone"
device3-20.gif,170640,3147.05,1602.19,774.883,25632.2,90860.5,21578.1,185.413,14828.1,327.203,14536.4,384.829,616.402,10736.5,10416.1,7412.82,703.665,68.3002,783.762,5061.84,134.206,5774.46,756.602,1432.27,291.574,"device3"
cellular_phone-12.gif,32093.1,20452.1,2799.37,15789,10020.5,10650.9,7908.19,1562.61,2073.88,813.848,3245.41,2647.3,681.506,67.8284,1681.48,3971.41,3238.28,2044.18,1531.19,1620.77,2912.65,1877.08,986.724,1093.39,1749.87,"cellular_phone"
cellular_phone-15.gif,37109.2,21672.1,6583.24,17448.7,6289.95,10619,12040.8,6894.02,656.527,2292.7,645.599,1846.11,1731.97,2114.45,3773.35,1260.46,1723.77,944.663,176.21,614.349,437.284,840.527,684.059,255.809,253.399,"cellular_phone"
shoe-12.gif,74732.2,28874.3,16857.9,6342.39,2725.78,30441.1,25472.9,9844.96,4086.15,544.108,5788.12,6623.24,3555.9,3674.5,10342.1,3573.04,3765.66,1429.97,239.836,4979.26,3736.59,4142.07,651.86,372.677,1995.1,"shoe"
butterfly-11.gif,182961,4220.12,4536.74,3707.68,29251.4,46506,6471.89,4547.32,7709.39,7436.9,4862.38,5138.24,1529.22,5491.92,9153.86,5659.78,964.5,483.584,3162.79,2682.1,1774.5,1793.26,1181.41,2602.55,465.404,"butterfly"
bell-11.gif,9921.17,3864.55,47.7403,1047.77,1183.67,2606.35,1750.26,881.554,2758.51,1500.78,520.809,686.135,471.27,105.891,1197.34,514.909,574.406,193.53,69.8141,237.201,466.213,229.844,193.841,269.522,475.705,"bell"
fish-19.gif,7931.08,5707.26,796.298,3094.33,3520.17,1422.6,385.381,1213.16,1735.02,632.452,1309.57,969.387,722.703,889.753,1254.83,70.7986,277.242,424.779,214.125,319.81,844.573,650.226,341.718,160.756,176.246,"fish"
device7-15.gif,161348,2010.18,21.8534,772.795,37112.6,70374.1,1353.04,57.2751,1607.69,13255.3,13794.2,918.683,54.0506,2505.06,8386.9,8817.16,538.072,27.4178,1351.51,4532.74,5872.44,1017.52,35.0622,1544.98,3830.68,"device7"
jar-14.gif,179434,3610.2,20125.1,14301.6,41125.9,40914.1,11487.5,1734.01,23126.3,5988.14,3080.02,8391.9,146.039,717.593,680.695,600.987,119.838,2622.9,898.685,852.124,3321.1,207.93,202.633,1140.38,2274.02,"jar"
octopus-17.gif,48795.5,2221.19,386.338,415.087,7052.73,13104.1,660.308,274.742,308.117,2350.73,5238.64,834.413,89.9532,1530.59,3113.48,1274.84,147.57,492.969,6.56634,812.997,1008.63,1006.06,877.796,571.9,365.539,"octopus"
truck-11.gif,97248.2,43752,11120.6,8546.43,7346.86,497.761,1306.1,1125.76,2377.52,434.637,42.0592,104.989,295.4,794.516,224.678,114.715,585.314,263.885,111.494,160.684,147.377,171.745,142.729,7.69332,210.665,"truck"
crown-12.gif,2234.15,1420.27,16.0614,478.902,218.286,1005.77,616.367,37.8225,227.788,177.994,4.88298,119.767,199.041,131.216,38.8026,92.546,86.371,101.723,136.653,135.485,34.1199,35.8009,7.8371,38.9204,20.0715,"crown"
device3-17.gif,191499,3543.91,630.709,587.562,23904.2,99483.8,3563.43,201.128,1835.01,13954.6,4324.07,2295.13,678.831,6289.62,264.366,10541.2,1358.38,710.365,623.084,7095.77,8070.79,688.193,347.379,2102.94,5668.11,"device3"
personal_car-11.gif,50250.3,19701.4,21663.2,19485.7,2786,2935.28,7294.66,11009.2,5022.06,3263.89,1123.84,3352.35,3641.93,2880.57,4555.87,737.132,1810.3,1297.1,1049.45,2531.61,262.872,299.284,15.9452,695.616,1215.78,"personal_car"
watch-16.gif,62617.2,43183.7,2536.35,24744.5,21563.3,6048.79,8353.58,3839.92,1424.38,744.433,8558.55,5621.46,3776.3,3747.45,4360.59,1010.39,1222.82,1173.49,1557.91,1897.7,20.2232,468.931,613.088,428.238,132.483,"watch"
