"","Values0","Values1","Values2","Values3","Values4","Values5","Values6","Values7","Values8","Values9","Values10","Values11","Values12","Values13","Values14","Values15","Values16","Values17","Values18","Values19","Values20","Values21","Values22","Values23","Values24","ModelName"
device4-18.gif,237120,27132.2,15828.9,13921.7,36957.9,66219.3,15553.7,10345.4,6488.74,19099,16216.3,3057.32,3365.24,568.121,2552.76,4566.94,1674.96,1476.43,1330.32,1389.53,5598.43,2812.41,1061.86,334.924,4094.51,"device4"
cup-12.gif,67352.3,8010.73,8680.48,2903.29,12130.5,32310.5,1746.61,266.055,72.5165,6750.33,6822.68,5368.87,6434.08,1951.8,105.559,493.128,3570.64,3602.75,568.735,877.855,2706.6,455.822,1242.45,1988.29,1912.75,"cup"
elephant-18.gif,21326.1,10104,2685.1,2900.89,1573.84,3132.17,2326.7,1008.49,641.983,1095.21,4434.68,2604.44,1652.87,264.787,2186.12,1677.32,1666.57,1425.3,1724.3,795.011,518.639,507.971,644.596,1186.82,325.603,"elephant"
bird-15.gif,158177,50451.1,32044.3,31815.7,3696.18,3050.62,36165.6,36456.9,1393.28,24947.2,11098.7,2685.16,1804,9554.11,8415,2682.18,2826.98,5447.2,1563.1,1732.18,2508.83,2895.45,1943.1,2384.43,5373.78,"bird"
watch-18.gif,116275,13620.2,25194.2,2269.57,8869.46,145.195,6537.79,3644.06,3145.68,4334.15,608.092,390.745,949.334,614.525,146.478,740.003,976.995,2558.37,843.022,291.998,549.27,781.081,790.385,196.203,265.531,"watch"
device1-12.gif,208897,41900.7,1356.62,15082.5,19212.2,3059.01,1966.09,534.277,7234.48,13381.5,669.34,6569.79,3485.79,4715.48,3816.9,2033.91,3311.41,1080.11,243.392,1034.51,1096.67,1248.95,317.524,209.618,686.028,"device1"
children-19.gif,78257.6,13411.4,23146.8,7089.84,2304.61,3224.03,1894.86,2788.44,2611.78,831.077,450.005,370.991,1265.88,420.211,1161.04,1152.04,36.977,155.989,309.094,720.301,468.649,33.9228,115.372,136.462,664.378,"children"
Glas-20.gif,63468.1,22491.4,8234.57,157.742,16485,8750.12,10625.8,6665.16,15535.3,6785.27,416.997,6292.48,3326.21,3664.92,7751.55,919.105,6795.29,405.521,5219.84,364.595,2714.61,2129.61,102.351,1642.19,2543.53,"Glas"
device7-13.gif,147517,498.388,149.185,956.611,37593.1,73434.5,1726.86,61.9532,1333.38,18530.7,12249.8,54.2628,151.868,2214.72,1139.66,4001.03,682.126,109.812,1183.6,1828.39,3447.94,219.039,37.5658,1509.79,599.737,"device7"
chicken-18.gif,68717.3,12565,11996.7,16971.8,6684.85,9683.78,1120.37,2180.3,4152.98,2670.27,2033.16,1341.15,501.26,804.781,2207.21,183.623,3157.19,1245.09,2963.95,2851.11,1391.88,635.71,73.3949,1234.8,457.754,"chicken"
children-14.gif,78067.6,13328.9,23289.6,7097.12,2283.52,3192.06,1936.28,2738.53,2656.56,788.455,470.763,384.895,1255.83,391.437,1205.34,1167.11,38.8795,121.048,309.27,702.2,463.059,51.7518,163.001,113.48,635.146,"children"
device5-12.gif,258103,54641.5,463.849,16354.1,16245.5,20025.5,1946.67,298.199,2125.23,4580.13,134.345,691.855,1844.66,2379.01,800.091,3435.75,2947.35,1298.43,4822.57,4187.12,1228.33,1318.65,1062.83,6.7543,1669.79,"device5"
ray-17.gif,44646.3,4567.9,11322.8,4234.85,3995.26,8783.48,7672.05,7549.78,915.432,1295.62,1675.01,1850.9,296.334,14.6894,751.977,1098.41,1420.19,1312.62,978.107,731.382,22.572,890.493,234.556,38.4049,57.7334,"ray"
sea_snake-11.gif,110358,17164.3,9263.72,2830.48,12950.1,2887.46,8250.79,7283.76,320.635,15152.7,976.899,6861,1392.29,795.913,1942.41,4442.51,1890.48,236.899,2943.7,4613.06,2355,1576.54,2001.71,38.6821,2486.32,"sea_snake"
lmfish-14.gif,19334.2,12531.7,587.942,7303.02,4389.12,6511.19,4423.94,1454.88,224.23,520.157,909.406,355.419,217.444,352.602,1529.16,1079.81,718.056,103.386,326.319,201.917,397.883,122.009,357.97,412.114,36.9361,"lmfish"
flatfish-19.gif,45496.1,21157.3,16389.1,20158.8,1633.57,12463,11648.7,5765.85,3505.62,9579.09,2171.76,4649.52,6076.09,3592.49,318.526,2321.04,4168.79,3913.73,1567.78,80.3956,2707.91,3206.46,1668.21,381.535,240.131,"flatfish"
pocket-11.gif,108005,36784.8,10843.9,3921.42,1256.96,7153.51,13971.2,10870.9,8668.65,13225.8,11868.2,3750.04,1358.68,959.347,1766.01,6424.4,384.136,2587.3,3304.4,1084.27,2169.6,2373.15,1768.77,3204.63,2841.78,"pocket"
personal_car-12.gif,77078.3,30343.7,19066.4,10517.6,2469.1,15808.8,26472.8,14646.2,6302.6,6790.61,1886.1,3783.11,728,4575.38,3016.31,927.392,2234.52,295.847,1046.04,1119.32,672.747,2124.02,611.4,449.91,1105.65,"personal_car"
Bone-12.gif,120442,23237,2701.06,5066.13,9453.28,5988.46,33515.7,9988.74,4020.37,3199.24,1027.91,376.031,4603.61,3649.6,9819.52,3008.76,5373.46,557.524,1988.75,3811.36,2519.48,870.428,1949.87,143.986,2301.85,"Bone"
stef-17.gif,82635.9,29755.5,19044.3,10495,7369.74,1850.53,723.827,343.485,412.013,1067.82,888.772,376.724,49.9117,186.455,732.281,460.911,127.84,277.13,88.4064,283.234,146.624,359.614,314.81,5.34914,168.344,"stef"
turtle-15.gif,205026,18102.3,6570.59,2252.6,32391.1,57458.8,31436.8,3778.52,21976.3,14762.4,4684.34,1417.07,7456.07,3515.38,1293.52,2976.73,5182.04,5172.47,3693.59,3637.83,5564.43,3177.77,2888.92,1605.78,1215.36,"turtle"
bell-20.gif,281722,81157.9,49545.3,8732.44,18765.4,1142.01,5738.97,12311.2,11117.1,5724.73,1282.81,277.721,3560.05,4120.41,960.743,1423.75,964.037,1372.61,1806.15,1296.6,443.097,417.924,888.427,888.474,40.221,"bell"
lmfish-17.gif,32419.4,9408.11,4657.85,1252.08,1867.66,4553.95,5797.11,1343.96,1353.3,82.5089,608.762,443.26,590.581,952.564,541.102,705.619,136.973,113.304,25.7729,932.425,109.607,147.519,349.064,500.688,334.362,"lmfish"
cup-19.gif,73331.3,5139.94,10874.8,5087.33,16033.9,38394.7,3135.33,843.486,2087.45,7525.33,7474.13,10220.7,2157.51,187.907,1245.99,692.461,3247.22,3986.39,2048.93,3043.36,1662.39,659.354,2211.42,457.846,1226.57,"cup"
bottle-16.gif,95386.7,25572.2,9480.32,129.654,1526.2,1900.22,2959.7,3540.54,3075.62,4814.9,1847.41,76.1923,31.7085,1341.65,1452.22,1621.78,50.4326,253.519,550.972,1122.72,438.366,356.263,407.499,97.5266,94.9972,"bottle"
bell-13.gif,21843.2,6322.46,1321.47,724.814,1379.53,6907.52,3473.29,3070.3,4676.18,2969.91,287.719,1873.62,1198.44,562.443,3632.27,1120.93,441.403,302.337,691.96,346.155,1177.01,242.028,312.808,941.417,1490.57,"bell"
bell-15.gif,31950.2,11832.5,2430.54,561.402,1216.59,9154.5,6319.21,5439.46,6879.38,3384.59,602.366,2607.06,1989.71,1695.95,4648.49,2887.82,53.1893,1548.14,378.543,28.0326,623.005,384.309,257.044,908.781,1490.34,"bell"
butterfly-16.gif,91494.2,5029.93,18941.9,3223.84,6270.95,23237.2,7388.62,22062.5,7514.08,18469,5643.17,961.113,10309,6752.41,845.287,3044.11,6399.66,1698.44,1824.16,7721.72,1930.15,1552.94,878.758,1067.85,5605.11,"butterfly"
Bone-16.gif,118920,12633.7,4577.62,16921.4,12222.9,350.907,36033.9,7013.13,2414.13,4207.07,658.921,752.468,1455.76,1060.81,2380.33,3254.32,2330.06,4427.4,3046.81,2774.24,1361.47,2821.73,882.966,2289.23,448.211,"Bone"
truck-20.gif,96658.5,42090.5,10353.8,6630.57,6380.01,940.366,118.342,387.343,713.233,191.791,357.081,125.193,758.295,669.007,345.027,138.608,244.673,225.674,193.704,141.554,77.1799,134.804,323.18,291.231,40.454,"truck"
pocket-13.gif,16962.1,7765.7,4768.85,576.209,574.283,3558.25,1112.54,2967.82,1957.93,3092.15,2159.03,480.659,189.785,600.606,1126.39,1545.55,814.546,900.11,415.615,987.025,500.458,68.869,17.1722,51.7464,10.1089,"pocket"
lmfish-16.gif,21014.2,12904,2074.47,8346.18,3554.94,7113.46,5028.64,1807.56,250.574,335.897,1029.35,514.628,9.71627,725.24,2020.73,867.869,676.065,130.158,382.962,183.099,424.856,293.466,110.761,144.509,305.758,"lmfish"
fly-19.gif,23451.2,10179.9,7207.93,7179.55,61.8604,4354.61,3456.97,2474.99,470.168,786.003,559.361,684.915,771.384,516.456,1105.3,408.039,399.413,484.471,223.102,868.235,904.682,755.643,231.526,495.868,19.6587,"fly"
device9-12.gif,189446,28456.2,824.034,12597,26688.5,1147.52,10986.3,16291.9,11309.1,26815,4093.23,7429.24,5127.09,296.685,1800.94,3926.72,1529.3,2902.71,1659.83,2801.84,2746.48,1240.33,2749.55,911.95,2796.35,"device9"
Glas-18.gif,68515.2,21932.5,7506.63,924.844,10986.8,9448.94,14958.1,7213.5,15989.9,6273.19,1105.42,4220.76,444.745,715.776,8123.68,29.9243,4573.48,1392.33,1942.68,1049.92,3588.07,1846.06,909.529,1708.68,2812.34,"Glas"
bat-14.gif,228365,142603,9613.27,17727.5,21060.9,34257.8,41974.1,18447.5,11319,5632.15,4609.56,1706.32,6958.36,13699.4,7499.31,8301.28,5119.97,3069.39,2599.82,6109.16,672.215,4358.77,1504.46,5152.25,1384.16,"bat"
hat-20.gif,7302.1,3216.58,2161.09,3522.64,2605.7,4170.96,1079.85,2175.22,2490.31,655.784,489.904,37.1387,863.647,256.818,799.261,239.286,52.4804,102.159,122.093,363.46,107.53,27.4469,111.207,111.408,292.957,"hat"
crown-16.gif,6646.17,3474.31,1102.11,1487.31,95.5542,2226.52,1313.98,175.629,819.549,326.683,237.547,587.817,694.306,354.626,69.6366,129.352,68.1884,97.0308,176.997,164.248,57.315,135.27,66.3455,55.2531,81.8051,"crown"
crown-15.gif,6321.17,3247.87,1072.92,1212.83,205.881,2135.59,1260.75,140.394,677.6,163.677,390.738,632.499,618.222,234.382,16.4637,222.35,62.5456,0.793369,59.4442,96.4939,71.2668,103.024,49.5036,56.3377,79.63,"crown"
Heart-15.gif,67897.2,4575.18,13501.1,31210.5,3921.05,439.334,15411.6,2275.43,2254.07,11089.5,3595.17,1836.74,6824.07,2625.88,4388.65,1899.34,5601.38,1659.82,1534.87,377.593,2028.66,133.14,441.515,3975.16,2183.74,"Heart"
turtle-13.gif,179891,14787.9,13410.3,7542.1,25822.5,48714,15023.4,2775.85,3527.23,2017.27,1388.86,2217.76,7106.45,7633.03,6465.9,2023.48,4902.23,326.651,2982.58,1408.3,1930.58,1001.07,341.116,1225,1081.56,"turtle"
horseshoe-18.gif,8901.44,350.081,196.084,577.414,1184.25,1088.08,230.256,728.206,200.118,1194.69,116.263,429.882,227.053,116.43,122.074,258.233,296.266,163.854,57.8598,57.9869,256.597,234.133,336.343,66.066,72.3439,"horseshoe"
device7-15.gif,161348,2010.18,21.8534,772.795,37112.6,70374.1,1353.04,57.2751,1607.69,13255.3,13794.2,918.683,54.0506,2505.06,8386.9,8817.16,538.072,27.4178,1351.51,4532.74,5872.44,1017.52,35.0622,1544.98,3830.68,"device7"
Heart-19.gif,67237.2,3375.22,5215.43,32166.3,6087.42,2451.55,14229.2,2959.29,3746.6,13213.6,1094.36,432.603,8994.73,464.019,1469.76,2003.51,8903.54,527.398,1738.34,2386.64,3025.91,1580.4,51.8322,3839.76,1967.05,"Heart"
rat-17.gif,87514.9,10608.7,7066.99,1394.92,6335.8,1818.06,912.603,4880.98,1014.66,1978.64,599.737,156.057,77.5237,1990.64,2678.92,649.916,927.487,306.093,1042.23,795.31,1070.26,537.86,37.4603,1191.19,1288.52,"rat"
device8-20.gif,227724,28698.6,13346.4,31352,37605.4,62075.8,13548.6,12951.1,10746.8,9204.38,9124.63,4440.93,2632.43,12912.8,8599.44,4107.2,9511.16,5163.27,4091.88,1710.68,386.407,2398.52,1696.18,273.791,2379.48,"device8"
hat-11.gif,10285.1,4167.92,1855.04,3679.95,3154.68,2585.94,156.211,1840.53,3405.24,1007.47,202.216,1623.79,396.398,1428.57,14.5293,321.494,635.391,232.505,598.452,655.721,137.754,185.674,270.749,469.804,265,"hat"
bottle-14.gif,95125.7,25748.9,9288.89,95.1898,1526.15,2270.6,3567.03,3525.8,3460.66,4781.67,1591.44,106.287,455.037,1483.07,1231.65,1459.7,63.9432,85.1177,594.889,1102.31,401.139,295.239,234.588,125.33,398.908,"bottle"
HCircle-15.gif,16006.1,1205.51,8504,491.543,5565.92,3239.36,5391.16,3231.42,4223.62,2908.75,1849.26,1932.45,1204.58,209.269,580.113,1791.52,368.038,58.0619,1060.11,1329.35,1189.64,152.537,81.3482,231.339,695.072,"HCircle"
car-16.gif,88675.4,18423.2,8868.99,3769.93,3414.48,468.703,5325.05,1664.43,2482.7,3146.68,1521.03,693.813,2095.51,1405.05,164.172,180.569,833.058,54.0065,463.319,432.484,465.41,299.125,486.499,243.186,411.133,"car"
fish-19.gif,7931.08,5707.26,796.298,3094.33,3520.17,1422.6,385.381,1213.16,1735.02,632.452,1309.57,969.387,722.703,889.753,1254.83,70.7986,277.242,424.779,214.125,319.81,844.573,650.226,341.718,160.756,176.246,"fish"
Glas-13.gif,61449.1,22740.4,10323.9,4708.44,13987.9,5061.49,1463.76,12882,16824.8,4846.88,1808.74,8742.53,6132.52,150.75,1589.76,2889.19,1580.87,5982.29,5674.37,5114.58,1398.13,3118.04,84.5883,1439.19,882.158,"Glas"
personal_car-13.gif,64019.4,6078.22,14690.1,1587.36,5976.85,5429.54,24160,4752.89,605.469,3182.1,111.351,296.329,3405.73,722.289,862.159,1236.12,924.309,2227.26,815.05,250.624,790.699,247.519,878.879,729.391,262.574,"personal_car"
device9-15.gif,197330,29327.1,2151.92,13076.2,28136.3,2827.76,12590.9,14744.7,11123.2,24882.9,1418.23,7582.81,5278.98,10.517,3499.81,2614.18,2684.38,2211.39,2607.41,3442.66,2603.62,671.972,2021.49,226.907,2044.37,"device9"
chicken-14.gif,7842.43,18.4917,721.716,235.983,1255.6,1713.11,218.678,667.186,655.018,572.444,38.3984,368.576,385.059,147.291,92.7282,137.047,197.988,21.2891,28.8836,63.0307,142.423,172.576,71.5631,46.2858,113.781,"chicken"
hammer-17.gif,58717.6,1279.61,676.423,404.889,6822.84,10268.1,1219.32,1270.06,4335.68,4250.52,1532.48,1189.11,1017.99,648.668,215.135,761.119,585.917,119.752,316.517,134.757,932.041,349.208,216.51,234.998,620.382,"hammer"
Heart-14.gif,47761.2,8140.71,4401.71,19082.7,6910.81,12236.8,3439.54,1848.18,7038.01,4376.44,845.473,13388.5,4219.95,2974.26,4400.33,5009.15,1160.58,4340.77,333.417,2364.97,2217.39,1524.45,553.085,84.4779,1029.86,"Heart"
pencil-18.gif,75031.5,8832.53,13939.2,293.002,4735.36,4996.17,4092.94,4358.73,11900.8,49.0548,2274.53,2923.62,4131.83,1663.96,782.769,963.593,352.858,1658.69,534.786,327.017,949.884,1030.8,33.5713,405.998,1007.75,"pencil"
brick-18.gif,89945.2,23493.2,5862.12,4267.92,9742.46,2600.63,8984.14,5723.39,1746.84,738.614,892.502,1208.72,981.999,249.739,772.256,1124.19,162.823,663.648,174.855,184.028,444.055,537.752,643.672,188.371,395.011,"brick"
rat-15.gif,88123,11574,7100.46,490.675,5990.3,2302.49,1500.45,1868.08,2069.89,1528.74,1125.47,542.155,1844.64,3103.2,2229.7,450.348,462.616,285.76,934.39,973.576,445.048,493.949,428.298,443.708,256.752,"rat"
face-16.gif,27673.2,3390.41,6624.36,444.875,1284.82,11903.4,2934.69,298.998,3975.91,2124.65,4152.85,2116.38,423.913,4290.25,4831.75,2576.23,348.878,536.446,2005.29,2040.34,1422.38,230.026,114.151,1768.84,1506.96,"face"
horse-17.gif,67723.2,25175.7,7183.98,1141.77,5210.8,11590.3,14960.5,4533.9,11406.6,3013.92,19.8948,5581.63,990.712,3298.99,2006.5,535.424,1798.42,286.799,426.625,998.439,991.99,12.5936,1086.07,785.293,2294.07,"horse"
hammer-19.gif,58717.6,5128.98,676.468,3072.99,6822.86,10268.1,2883.03,1426.7,358.682,5212.31,1532.48,461.686,161.573,121.387,1181.58,761.119,325.657,176.473,876.329,439.025,932.041,129.062,274.962,114.819,466.999,"hammer"
Misk-14.gif,48116.2,3707.69,6423.54,8911.59,7371.38,13788.3,4523.21,4803.15,3416.33,4307.54,4282.03,887.87,4733.76,426.629,1383.97,3270.54,3323.55,1811.08,2059.69,1859.32,1508.11,3360.37,675.432,1156.84,1447.63,"Misk"
camel-19.gif,85584.6,1443.58,6937.99,865.159,12787.3,16757.3,14920.3,1962.26,12572.8,1193.69,3101.69,420.01,1649.83,836.602,1888.16,1542.47,2108.25,701.588,696.09,2455.54,18.1363,1453.24,95.8682,752.767,359.927,"camel"
spring-14.gif,282596,49941.3,34941,4923.65,26638.7,20634,41329,18395.9,562.673,1911.09,6214.48,5580.67,3439.2,6412.91,12853.6,2431.69,9591.1,396.197,4867.62,2449.97,1856.57,5056.68,5311.53,2359.82,1735.38,"spring"
sea_snake-14.gif,85759.4,17183.3,6515.25,3940.08,10275.7,1569.34,6304.64,8729.28,3357.56,2474.5,2715.74,1361.71,4.73952,2509.27,108.513,1632.43,601.092,1210.3,1555.95,1119,145.601,1955.33,483.38,922.796,361.355,"sea_snake"
turtle-16.gif,21091.1,11700.3,5478.27,11953.8,4734.29,5778.31,3033.54,1144.72,2968.6,1427.05,2407.59,1654.07,376.344,2005.24,2296.99,1175.22,700.222,367.44,670.554,349.018,332.218,477.669,606.037,594.493,595.021,"turtle"
butterfly-14.gif,39846.2,16473.7,7672.92,9402.22,5671.29,1729.67,1451.43,5342.17,814.369,4654.6,3444.42,1419.54,515.589,1487.09,2995.8,2682.77,1369.38,1512.33,2095.61,844.925,915.735,34.6347,696.201,457.99,1338.22,"butterfly"
carriage-13.gif,92796.1,8493.73,15021,1567.61,3605.37,3013.86,1463.22,2956.04,2574.64,25.8372,1890.09,119.553,612.348,120.657,872.752,545.824,129.245,299.743,63.7062,693.805,373.835,145.012,98.4285,134.288,516.721,"carriage"
flatfish-18.gif,32919.1,20182,5116.01,19182.2,13561.1,10568.5,7401.56,2055.35,1721.34,3079.75,2208.69,2695.52,3428.34,3799.59,3029.87,1406.04,2908.85,3825.89,3566.41,2225.79,1598.75,2663.56,2805.72,2181.64,1388.25,"flatfish"
stef-20.gif,82506.9,29759.6,18996,10419.3,7498.42,1439.51,300.668,558.892,1121.61,1321.52,554.959,27.2872,25.9477,594.398,899.747,12.4031,301.507,74.9728,288.495,90.2096,15.3583,274.686,100.274,11.6964,88.0795,"stef"
car-19.gif,87352.2,15399.1,5691.24,6013.65,6407.95,975.216,9359.97,5415.6,1319.28,589.305,741.149,1605.03,681.248,853.443,393.199,708.779,237.326,638.467,510.06,1160.46,283.155,370.116,340.659,217.281,235.249,"car"
flatfish-16.gif,33557.1,21777.5,2881.58,19468.1,17542.7,9847.96,6313.17,950.814,2324.6,2478.44,2055.2,3624.15,4624.03,4265.05,2613.45,1358.18,3338.61,4179.1,3677.05,2371.33,1004.63,2020.02,2075.08,1788.55,1718.39,"flatfish"
device3-13.gif,189586,7136.36,1802.7,367.207,27238.2,90656.8,10030.3,2775.75,15937,667.51,16032,5948.49,1639.38,3324.46,4603.42,4557.47,2465.55,640.09,1043.94,123.559,1652.39,6966.15,1190.75,1492.91,3818.97,"device3"
beetle-14.gif,42409.2,4383.62,3718.83,2829.11,3139.63,2257,14648.5,9541.42,2831.85,40.4772,2555.72,589.198,2181.16,726.48,526.298,1967.53,1393.66,61.8263,446.869,1315.94,163.127,486.722,523.879,141.856,833.893,"beetle"
hat-13.gif,8279.17,1214.86,2082.06,1199.25,2436.25,2709.92,1863.24,748.438,556.478,1405.37,255.571,486.188,380.461,155.755,483.98,152.701,700.929,259.134,261.902,82.0772,536.319,103.252,35.5126,130.47,290.321,"hat"
Heart-16.gif,75154.2,10978.8,12331.6,35870.6,1470.62,361.523,16693.8,2766.98,5022.53,9999.91,4765.34,3525.88,5408.95,4847.38,5600.86,1462.78,165.061,764.541,3541.39,1890.18,250.419,361.844,858.161,1637.73,555.361,"Heart"
Glas-12.gif,59553.1,20356.8,12624,1775.52,16190.9,3268.01,9417.47,8683.47,18699.9,9588.19,888.745,4066.57,1692.2,1040.05,7486.23,2455.01,1425.66,254.454,4784.61,1766.25,61.6889,2192.53,240.192,1135.07,1264.06,"Glas"
carriage-20.gif,92892.1,8138.05,16643.3,303.86,4104.07,1667.74,1762.94,2481.02,2169.04,523.653,2246.49,667.917,211.824,115.17,1173.92,1913.73,242.409,270.179,782.239,296.449,504.972,397.968,812.435,925.679,18.6094,"carriage"
spring-16.gif,44007.3,2614.4,2258.88,3559.15,219.372,4781.5,4175.18,3350.32,1087.66,3072.03,1689.87,2369.22,783.704,2415.62,728.003,1045.18,2490.75,884.027,541.577,140.352,8.1914,986.478,121.756,52.6119,154.682,"spring"
shoe-18.gif,69231.2,28428.6,12668.3,4921.38,2595.07,25748.1,25822.3,10212.7,6595.95,4478.14,2299.19,5857.93,357.891,3153.71,1753.32,431.66,3690.97,673.808,2026.67,431.219,184.569,2345.78,339.849,135.808,1151.68,"shoe"
device2-17.gif,236941,44910.3,2480.65,13040.6,26291.2,8104.22,23201.5,9195.43,5709.96,16185.4,6745.89,1392.77,2927.83,6325.67,8111.16,2490.07,322.447,925.75,1397.51,2451.58,1219.96,2087.06,253.571,146.111,1330.82,"device2"
device5-16.gif,259783,42249.9,1531.3,16065.5,22168,3478.81,13115,5542.48,3221.41,22482.5,565.1,6715.41,606.984,4218.16,5322.77,5150.19,717.679,1169.68,389.014,4942.75,3572.98,3413.28,939.774,1145.6,2072.46,"device5"
ray-20.gif,67460.2,3116.36,3714.04,5054.2,27.4428,8450.46,26515.6,21004.7,4813.02,5849.46,105.745,4803.18,416.39,8169.19,2984.61,625.323,999.272,3575.87,3465.78,1662.13,2567.52,1627.25,604.843,920.532,1362.05,"ray"
cattle-11.gif,309897,11588.2,1988.49,28953.3,65045.6,87043.9,35841.2,25601.2,2274.65,24830.9,22569,512.142,6961.12,867.961,11236.8,11766.8,9095.48,2079.38,183.157,2852.01,9742.64,2693.09,55.0053,1298.28,4504.61,"cattle"
HCircle-14.gif,19459.1,4782.63,10485.1,654.515,1377.43,3158.9,2691.38,3124.19,4057.36,1153.97,701.797,364.018,1507.67,2815.95,2264.57,384.916,546.212,121.605,1063.45,1564.08,727.004,414.464,52.9431,30.3315,1215.21,"HCircle"
dog-12.gif,12178.3,2383.73,41.8205,1406.18,39.3467,1735.92,2878.17,459.436,1248.4,452.769,601.584,157.276,402.21,520.171,232.806,581.138,942.711,316.857,185.117,1084.55,143.213,324.693,420.018,168.065,368.749,"dog"
butterfly-15.gif,110587,8463.01,10577.1,1722.84,20783.9,24573.7,11145.9,4062.61,8646.99,6582.99,1124.16,3019.31,120.209,514.764,1612.74,460.372,1712.89,860.732,1873.47,949.708,1666.4,556.086,599.1,261.44,1032.12,"butterfly"
device1-18.gif,190529,2086.9,648.941,801.871,37700.8,57836.2,924.567,34.1763,1511.65,13973.6,13006.9,649.707,3.3189,2169.53,7830.24,8401.1,428.681,27.363,1190.94,4358.44,5197.09,701.82,51.9581,1368.42,3632.33,"device1"
turtle-12.gif,62244.2,29056.1,17625.8,21104.9,2652.06,15802.7,9794.13,1670.03,6964.32,8694.57,877.265,90.472,1009.15,2343.38,1882.07,1974.36,1058.06,226.821,53.4585,1709.84,1437.81,2216.53,162.65,1287.48,729.676,"turtle"
device4-11.gif,277675,15948.2,10405.9,5256.75,33858,25571,12810.1,9659.84,25127.1,12464.6,2009.04,8172.88,4333.92,2740.76,4895.77,2765.39,1409.25,132.175,1575.52,1627.61,3806.32,393.206,1106.48,2547.75,3265.9,"device4"
device7-20.gif,183720,1134.85,126.498,878.693,37597.5,54295.5,126.746,138.74,1295.12,19845.7,10598.7,607.778,82.8074,2387.14,1730.76,5417.61,220.005,81.0141,1515.14,1654.58,3804.28,126.412,79.3289,1234.19,355.04,"device7"
cellular_phone-20.gif,39884.2,23592.3,6238.88,17822.7,6413.96,12485.9,14235.3,8241.05,644.596,3158.09,822.381,2015.78,1917.56,2248.34,3814.06,714.541,1139.7,418.506,279.643,292.658,269.965,413.739,151.698,214.444,69.1151,"cellular_phone"
device1-20.gif,208491,38370.5,1600.79,14267,21376.3,3592.73,8110.96,262.851,8447.21,17931.4,2897.82,9180.32,2735.63,2329.2,2956.24,1180.4,2832.33,688.449,2380.14,2067.39,2986.3,234.572,757.537,138.675,1548.68,"device1"
hat-17.gif,13206.1,5887.63,4324.71,5402.29,2745.89,6076.23,2972.75,1404.41,4151.29,3324.52,1512.28,510.042,513.22,991.495,45.9081,228.73,164.669,80.1723,94.4261,406.497,68.9324,193.005,96.4563,115.823,264.306,"hat"
hammer-20.gif,60278.5,5146.78,383.506,1303.09,6368.61,691.428,2902.24,3051.09,2402.66,6176.92,1762.62,1776.37,348.506,442.067,547.707,788.972,1841.71,36.8819,1265.87,1232.87,962.874,471.664,310.472,122.057,1586.48,"hammer"
fountain-11.gif,72688.1,212.127,22199.2,2469.61,4976.73,1697.49,8316.33,901.662,4710.57,849.02,1620.01,1030.54,2652.04,1494.76,628.378,731.946,112.616,416.627,252.29,632.314,280.27,111.894,163.606,568.706,112.961,"fountain"
truck-19.gif,96967.6,42382.5,10616.5,7062.43,6529.26,1554.36,41.9568,689.294,449.159,739.672,650.803,47.4052,550.646,194.928,539.484,257.586,469.692,409.912,104.616,510.506,180.345,236.158,189.667,40.9586,109.569,"truck"
camel-15.gif,94560.5,3328.87,3654.44,1308.49,15754.9,26480.7,13055,6808.53,12567.5,1819.22,999.279,4391.66,883.216,974.904,1146.72,232.869,448.544,1965.84,1899.19,451.426,319.832,1478.21,947.134,66.5941,1800.79,"camel"
bell-11.gif,9921.17,3864.55,47.7403,1047.77,1183.67,2606.35,1750.26,881.554,2758.51,1500.78,520.809,686.135,471.27,105.891,1197.34,514.909,574.406,193.53,69.8141,237.201,466.213,229.844,193.841,269.522,475.705,"bell"
tree-18.gif,56805.6,1926.8,5291.19,291.482,12419,10992.8,853.252,2314.44,928.48,306.084,2249.88,1003.69,131.808,1576.71,2673.09,2039.48,1031.78,77.4833,699.584,830.261,201.544,745.205,36.2311,401.581,240.466,"tree"
camel-20.gif,71737.4,1212.69,4452.9,90.0314,8939.91,27825.4,11078.9,6765.01,2284.96,5407.58,4422.82,855.527,510.409,2912.63,2765.77,2181.29,1091.26,709.851,594.416,48.9149,1227.9,963.212,1667.51,917.055,1287.89,"camel"
personal_car-11.gif,50250.3,19701.4,21663.2,19485.7,2786,2935.28,7294.66,11009.2,5022.06,3263.89,1123.84,3352.35,3641.93,2880.57,4555.87,737.132,1810.3,1297.1,1049.45,2531.61,262.872,299.284,15.9452,695.616,1215.78,"personal_car"
rat-20.gif,87747.9,11015.2,7349.85,1026.1,6098.25,1807.84,1127.3,4413.55,1573.74,1725.91,37.2581,165.119,942.734,2934.58,3274.69,187.41,841.189,372.975,1236.76,825.824,471.245,797.707,185.034,1202.88,787.974,"rat"
Bone-20.gif,97091.2,12220.1,6390.77,7743.47,13643.5,6568.25,22811.4,13474.8,9656.39,8926.21,1434.57,3061.62,1534.19,1877.05,8397.97,4835.93,2058.25,1704.73,4555.81,1108.66,592.721,2072.89,114.428,1891.21,998.152,"Bone"
